Running.Test.Number,Test.Number.in.Iteration,Cost.Centric.Buffer,Cost.Centric.PDI,Conductance.Centric.Buffer,Conductance.Centric.PDI,DEM.error,Stochasticticity.error.for.time,Conductance.Value.Great.House,Conductance.Value.Great.Kiva,Conductance.Value.Earthen.Mound,Conductance.Value.Herradura
1438,13,1.754395273,3279326.421,5.240673725,36388069.71,0.244976656,0.062901731,0.00471583,0.003772664,0.003018131,0.002414505
1439,14,1.753755201,2827900.525,8.216401097,34513050.76,0.244976656,0.080223989,0.004750792,0.003800634,0.003040507,0.002432406
1440,15,1.753755201,2827900.525,5.238780833,42030500.19,0.244976656,0.019125307,0.002905473,0.002324378,0.001859502,0.001487602
1441,16,1.753755201,2827900.525,4.470558739,42218812.26,0.244976656,0.052922357,0.001319656,0.001055725,0.00084458,0.000675664
1442,17,1.753755201,2827900.525,4.470558739,42218812.26,0.244976656,0.054735386,0.001339566,0.001071653,0.000857322,0.000685858
1443,18,1.753755201,2827900.525,5.000397771,42098589.99,0.244976656,0.093340391,0.002203673,0.001762938,0.001410351,0.001128281
1444,19,1.753755201,2827900.525,4.470558868,42264590.92,0.244976656,0.07214944,0.00147538,0.001180304,0.000944243,0.000755395
1445,20,1.753755201,2827900.525,5.000397771,42098589.99,0.244976656,0.066937761,0.002163679,0.001730943,0.001384755,0.001107804
1446,21,1.753755201,2827900.525,8.216401097,34513050.76,0.244976656,0.036885597,0.004864764,0.003891811,0.003113449,0.002490759
1447,22,1.753755201,2827900.525,5.23876742,37976984.92,0.244976656,0.057789399,0.003774264,0.003019411,0.002415529,0.001932423
1448,23,1.753755201,2827900.525,5.238142753,41946164.54,0.244976656,0.049605289,0.002876535,0.002301228,0.001840982,0.001472786
1449,24,1.753755199,2829966.313,4.999179683,41883461.58,0.244976656,0.038594978,0.00229826,0.001838608,0.001470887,0.001176709
1450,25,1.753541694,3086230.559,10.73892319,4082196.65,0.244976656,0.071786632,0.002526912,0.00202153,0.001617224,0.001293779
1451,1,0.667208224,49429605.41,13.97302926,45843447.5,0.821698868,0.032181752,0.003822469,0.003057975,0.00244638,0.001957104
1452,2,0.666964871,50395909.56,13.41046923,47627755.22,0.821698868,0.029731445,0.001638943,0.001311155,0.001048924,0.000839139
1453,3,0.666964871,50395909.56,13.9657042,45841285.33,0.821698868,0.026305427,0.003850018,0.003080014,0.002464012,0.001971209
1454,4,0.666964871,50395909.56,13.41046923,47627755.22,0.821698868,0.066064014,0.001620501,0.001296401,0.001037121,0.000829697
1455,5,0.666964871,50395909.56,13.41046496,47122531.59,0.821698868,0.032986336,0.002570819,0.002056655,0.001645324,0.001316259
1456,6,0.666964871,50395909.56,13.41046496,47122531.59,0.821698868,0.06778383,0.002576344,0.002061075,0.00164886,0.001319088
1457,7,0.666498895,71488613.02,13.40558274,47329524.48,0.821698868,0.049768771,0.001944274,0.00155542,0.001244336,0.000995469
1458,8,0.666498895,71488613.02,13.96061424,44947641.07,0.821698868,0.048423109,0.005109045,0.004087236,0.003269789,0.002615831
1459,9,0.666498895,71488613.02,13.40556971,45788993.91,0.821698868,0.033092161,0.002756612,0.002205289,0.001764231,0.001411385
1460,10,0.666498895,71488613.02,13.40557798,46765631.85,0.821698868,0.041163304,0.002168995,0.001735196,0.001388157,0.001110525
1461,11,0.666311291,71457528.42,13.39802632,46849520.08,0.821698868,0.081708877,0.001647601,0.001318081,0.001054465,0.000843572
1462,12,0.666311291,71457528.42,13.95276162,45645513.99,0.821698868,0.073690228,0.002972079,0.002377663,0.00190213,0.001521704
1463,13,0.666311291,71457528.42,13.95276162,45645513.99,0.821698868,0.017143123,0.002638416,0.002110733,0.001688586,0.001350869
1464,14,0.666311291,71457528.42,13.39802632,46849520.08,0.821698868,0.076649608,0.001771606,0.001417285,0.001133828,0.000907062
1465,15,0.666311291,71457528.42,13.95276162,45645772.6,0.821698868,0.072903479,0.003795374,0.0030363,0.00242904,0.001943232
1466,16,0.666311291,71457528.42,13.39802632,46849520.08,0.821698868,0.045997,0.002136999,0.001709599,0.001367679,0.001094143
1467,17,0.666311291,71457528.42,13.39802632,46849520.08,0.821698868,0.022740211,0.001927295,0.001541836,0.001233469,0.000986775
1468,18,0.666311291,71457528.42,13.39802725,46959797.74,0.821698868,0.012035862,0.001093161,0.000874529,0.000699623,0.000559699
1469,19,0.666311291,71457528.42,0.666311291,71457528.42,0.821698868,0.05988998,0.000100595,8.05E-05,6.44E-05,5.15E-05
1470,20,0.666311291,71457528.42,13.95276162,45645772.6,0.821698868,0.091972157,0.003157338,0.00252587,0.002020696,0.001616557
1471,21,0.666311291,71457528.42,13.95276162,45645513.99,0.821698868,0.057144034,0.002447509,0.001958007,0.001566406,0.001253125
1472,22,0.666311291,71457528.42,13.95276162,45645513.99,0.821698868,0.022731516,0.00262809,0.002102472,0.001681978,0.001345582
1473,23,0.666311291,71457528.42,13.39802724,46958247.43,0.821698868,0.049918381,0.001332338,0.00106587,0.000852696,0.000682157
1474,24,0.666311291,71457528.42,13.95276134,45613477.63,0.821698868,0.027667531,0.004902365,0.003921892,0.003137514,0.002510011
1475,25,0.666311291,71457528.42,13.95276162,45645513.99,0.821698868,0.068507272,0.002306813,0.00184545,0.00147636,0.001181088
1476,1,3.213544356,45419669.77,13.80369202,27880743.12,0.090807652,0.040356864,0.001443433,0.001154746,0.000923797,0.000739038
1477,2,3.213544356,45419669.77,16.33473078,4600590.17,0.090807652,0.058477732,0.004198153,0.003358522,0.002686818,0.002149454
1478,3,3.213544356,45419669.77,14.579413,23457929.87,0.090807652,0.064674864,0.002977115,0.002381692,0.001905354,0.001524283
1479,4,3.213544356,45419669.77,16.26728098,4681928.372,0.090807652,0.064588644,0.003904086,0.003123269,0.002498615,0.001998892
1480,5,3.213544356,45419669.77,19.24762102,24519167.34,0.090807652,0.052346751,0.003517565,0.002814052,0.002251242,0.001800993
1481,6,3.213544354,45420442.73,3.213544323,45435903.22,0.090807652,0.033895086,2.44E-05,1.96E-05,1.56E-05,1.25E-05
1482,7,3.213544354,45420442.73,13.70756205,22191306.78,0.090807652,0.035910101,0.002722591,0.002178073,0.001742458,0.001393967
1483,8,3.213544354,45420442.73,2.841487406,27016616.05,0.090807652,0.021684333,0.000865808,0.000692646,0.000554117,0.000443294
1484,9,3.213544354,45420442.73,16.26727952,4875713.361,0.090807652,0.020021394,0.003747079,0.002997663,0.002398131,0.001918505
1485,10,3.213544354,45420442.73,18.50804627,23362939.37,0.090807652,0.027721246,0.002987044,0.002389635,0.001911708,0.001529366
1486,11,3.213544354,45420442.73,13.70759952,26516110.7,0.090807652,0.050087758,0.001855915,0.001484732,0.001187785,0.000950228
1487,12,3.213544354,45420442.73,12.9318394,26632455.96,0.090807652,0.031228,0.001385973,0.001108778,0.000887022,0.000709618
1488,13,3.213544354,45420442.73,18.50804627,23362939.37,0.090807652,0.079797254,0.003209883,0.002567906,0.002054325,0.00164346
1489,14,3.213544354,45420442.73,18.50804627,23362939.37,0.090807652,0.045567867,0.003034611,0.002427689,0.001942151,0.001553721
1490,15,3.213544354,45420442.73,18.375766,23273715.71,0.090807652,0.045016427,0.003491986,0.002793589,0.002234871,0.001787897
1491,16,3.213544354,45420442.73,18.50804627,23362939.37,0.090807652,0.051133061,0.00318339,0.002546712,0.00203737,0.001629896
1492,17,3.213544354,45420442.73,12.93183941,26632971.99,0.090807652,0.034847355,0.001618288,0.001294631,0.001035704,0.000828564
1493,18,3.213544354,45420442.73,18.50804627,23362939.37,0.090807652,0.046222768,0.003105583,0.002484466,0.001987573,0.001590058
1494,19,3.213544354,45420442.73,12.9318394,26632455.96,0.090807652,0.01869893,0.001464025,0.00117122,0.000936976,0.000749581
1495,20,3.213544354,45420442.73,16.26727952,4875713.361,0.090807652,0.042407475,0.003898783,0.003119027,0.002495221,0.001996177
1496,21,3.213544354,45420442.73,18.375766,23273715.71,0.090807652,0.045859093,0.003428461,0.002742769,0.002194215,0.001755372
1497,22,0.653381149,4613968.971,4.709947764,709254.1409,0.090807652,0.055866766,0.000767751,0.000614201,0.000491361,0.000393088
1498,23,0.653381149,4613968.971,10.41460064,2154764.506,0.090807652,0.02098421,0.003619274,0.002895419,0.002316335,0.001853068
1499,24,0.653381149,4613968.971,5.4977453,348156.8312,0.090807652,0.015694083,0.002942901,0.002354321,0.001883457,0.001506765
1500,25,0.653381149,4613968.971,10.41460092,2156309.102,0.090807652,0.049713424,0.003884604,0.003107684,0.002486147,0.001988917
1501,1,0.667501012,8484830.153,13.16774896,1557324.336,0.079765296,0.027110232,0.002232492,0.001785994,0.001428795,0.001143036
1502,2,3.925670634,64070820.55,7.117914781,705000.7801,0.079765296,0.080729262,0.002482281,0.001985825,0.00158866,0.001270928
1503,3,3.925670634,64070820.55,5.317730495,1276620.602,0.079765296,0.072821334,0.001689204,0.001351363,0.001081091,0.000864872
1504,4,3.925670634,64070820.55,7.117914781,705000.7801,0.079765296,0.022347807,0.002428781,0.001943024,0.00155442,0.001243536
1505,5,3.925670634,64070820.55,7.117914781,705000.7801,0.079765296,0.070152553,0.002493195,0.001994556,0.001595645,0.001276516
1506,6,3.925670634,64070820.55,7.117912236,139736.3598,0.079765296,0.033574414,0.002927926,0.002342341,0.001873873,0.001499098
1507,7,3.925670634,64070820.55,5.317730639,1277465.382,0.079765296,0.064144492,0.001211373,0.000969099,0.000775279,0.000620223
1508,8,3.925670634,64070820.55,16.48937297,20583722.06,0.079765296,0.040039739,0.004657616,0.003726093,0.002980874,0.002384699
1509,9,3.925670634,64070820.55,7.117915397,841551.9991,0.079765296,0.050633214,0.002092593,0.001674075,0.00133926,0.001071408
1510,10,3.925670634,64070820.55,7.117912323,159082.8661,0.079765296,0.084524807,0.002755795,0.002204636,0.001763709,0.001410967
1511,11,3.925670634,64070820.55,6.959938133,1021683.432,0.079765296,0.016218361,0.001763931,0.001411145,0.001128916,0.000903133
1512,12,3.925670634,64070820.55,10.3292194,873464.3622,0.079765296,0.086580726,0.003427588,0.002742071,0.002193657,0.001754925
1513,13,3.925670634,64070820.55,5.317730495,1276620.602,0.079765296,0.063365511,0.001652615,0.001322092,0.001057673,0.000846139
1514,14,3.925670634,64070820.55,7.117915397,841551.9991,0.079765296,0.001451591,0.002103947,0.001683158,0.001346526,0.001077221
1515,15,3.925670634,64070820.55,7.117915414,845440.5562,0.079765296,0.07524745,0.001940144,0.001552115,0.001241692,0.000993354
1516,16,3.925670634,64070820.55,10.32921923,838465.634,0.079765296,0.058444933,0.003978934,0.003183148,0.002546518,0.002037214
1517,17,3.925670634,64070820.55,7.117915388,839485.7121,0.079765296,0.07321164,0.00202832,0.001622656,0.001298125,0.0010385
1518,18,3.925670634,64070820.55,7.117914781,705000.7801,0.079765296,0.067099139,0.002408923,0.001927138,0.001541711,0.001233369
1519,19,3.925670634,64070820.55,7.117910567,230984.0935,0.079765296,0.068656905,0.003200636,0.002560509,0.002048407,0.001638726
1520,20,3.925670634,64070820.55,10.32921922,836917.7523,0.079765296,0.010217246,0.003570626,0.002856501,0.002285201,0.001828161
1521,21,3.925670634,64070820.55,10.32921939,871914.541,0.079765296,0.043494363,0.003284759,0.002627807,0.002102245,0.001681796
1522,22,3.925670634,64070820.55,7.117912236,139736.3598,0.079765296,0.017178911,0.002949893,0.002359915,0.001887932,0.001510345
1523,23,3.925670634,64070820.55,10.82075657,800049.3095,0.079765296,0.011579855,0.004246291,0.003397033,0.002717626,0.002174101
1524,24,3.925670634,64070820.55,10.32921922,835882.8685,0.079765296,0.0423798,0.003835661,0.003068529,0.002454823,0.001963858
1525,25,3.925670634,64070820.55,7.117914781,705000.7801,0.079765296,0.019470412,0.002503652,0.002002922,0.001602338,0.00128187
1526,1,2.565104014,46984827.77,7.800904878,31852.4983,0.191249019,0.000359096,0.004387536,0.003510029,0.002808023,0.002246419
1527,2,2.565104014,46984827.77,5.867542355,40458679.72,0.191249019,0.046603696,0.002546544,0.002037235,0.001629788,0.00130383
1528,3,2.563855857,46464244.7,7.056914223,40785990.27,0.191249019,0.047976864,0.001837705,0.001470164,0.001176131,0.000940905
1529,4,2.563855857,46464244.7,7.433122287,37909729.92,0.191249019,0.027516251,0.00329875,0.002639,0.0021112,0.00168896
1530,5,2.561985646,46612089.75,8.568929286,58583128.27,0.191249019,0.045822277,0.001455084,0.001164067,0.000931254,0.000745003
1531,6,2.561985646,46612089.75,8.603698536,29022703.64,0.191249019,0.059705811,0.003929026,0.00314322,0.002514576,0.002011661
1532,7,2.561986857,45863316.85,9.448629791,47342035.4,0.191249019,0.018350716,0.002064553,0.001651643,0.001321314,0.001057051
1533,8,2.561986857,45863316.85,9.448629517,47295998.92,0.191249019,0.070903276,0.001895624,0.001516499,0.0012132,0.00097056
1534,9,2.561364559,45638762.1,10.10955669,21017136.95,0.191249019,0.02151229,0.002305644,0.001844516,0.001475612,0.00118049
1535,10,2.561364559,45638762.1,9.44481645,47322376,0.191249019,0.037484015,0.002012843,0.001610274,0.001288219,0.001030575
1536,11,2.561364559,45638762.1,10.10955669,21017136.95,0.191249019,0.054670191,0.002277619,0.001822095,0.001457676,0.001166141
1537,12,2.56043149,44929891.4,4.375269158,679725.8967,0.191249019,0.082707428,0.002929326,0.002343461,0.001874769,0.001499815
1538,13,2.56043149,44929891.4,4.375268913,768689.7704,0.191249019,0.049849324,0.002486477,0.001989182,0.001591345,0.001273076
1539,14,2.56043149,44929891.4,11.14822131,21948059.1,0.191249019,0.015076341,0.003757437,0.00300595,0.00240476,0.001923808
1540,15,2.56043149,44929891.4,4.375268913,768689.7704,0.191249019,0.055723573,0.002703887,0.002163109,0.001730488,0.00138439
1541,16,2.56043149,44929891.4,4.375269178,672235.6209,0.191249019,0.033756319,0.003062763,0.00245021,0.001960168,0.001568135
1542,17,2.515438636,43939465.92,4.298921644,459013.0211,0.191249019,0.078354968,0.001780694,0.001424555,0.001139644,0.000911716
1543,18,2.515438636,43939465.92,4.298921138,274258.2376,0.191249019,0.108411615,0.001130548,0.000904438,0.000723551,0.000578841
1544,19,2.515438636,43939465.92,4.298923154,1031639.529,0.191249019,0.040039165,0.001937666,0.001550133,0.001240106,0.000992085
1545,20,2.515438636,43939465.92,4.298923154,1031639.529,0.191249019,0.065347493,0.001868158,0.001494527,0.001195621,0.000956497
1546,21,2.515438636,43939465.92,4.298922548,805883.5941,0.191249019,0.080171035,0.002461926,0.001969541,0.001575633,0.001260506
1547,22,2.515438636,43939465.92,4.298921367,365327.6039,0.191249019,0.0074789,0.003944196,0.003155356,0.002524285,0.002019428
1548,23,2.515438636,43939465.92,4.298922833,912943.3094,0.191249019,0.02434046,0.003242704,0.002594163,0.002075331,0.001660265
1549,24,2.515438636,43939465.92,4.298922548,805883.5941,0.191249019,0.092838662,0.00245555,0.00196444,0.001571552,0.001257242
1550,25,2.515438636,43939465.92,4.298922833,912943.3094,0.191249019,0.038908309,0.003215113,0.00257209,0.002057672,0.001646138
1551,1,1.868157748,86852867.39,10.55515587,43619556.74,1.178082081,0.085592312,0.002594138,0.00207531,0.001660248,0.001328199
1552,2,1.867932303,86851447.64,10.43790906,43622393.2,1.178082081,0.048637691,0.002883255,0.002306604,0.001845283,0.001476227
1553,3,1.867932303,86851447.64,10.43790906,43622393.2,1.178082081,0.020990517,0.002673239,0.002138591,0.001710873,0.001368699
1554,4,1.867932303,86851447.64,10.43790906,43622393.2,1.178082081,0.055506211,0.00350506,0.002804048,0.002243238,0.001794591
1555,5,1.867932303,86851447.64,10.43790906,43622393.2,1.178082081,0.032084223,0.003624997,0.002899998,0.002319998,0.001855998
1556,6,1.867932303,86851447.64,10.43790906,43622134.44,1.178082081,0.048966132,0.005136647,0.004109318,0.003287454,0.002629963
1557,7,1.867932303,86851447.64,10.43790906,43622393.2,1.178082081,0.055411323,0.002303635,0.001842908,0.001474326,0.001179461
1558,8,1.867932303,86851447.64,10.43790906,43622393.2,1.178082081,0.081155275,0.002250117,0.001800093,0.001440075,0.00115206
1559,9,1.867932303,86851447.64,10.43790906,43622393.2,1.178082081,0.024366635,0.002684012,0.00214721,0.001717768,0.001374214
1560,10,1.867932303,86851447.64,10.43790905,43620846.36,1.178082081,0.065578039,0.001559231,0.001247385,0.000997908,0.000798326
1561,11,1.867932303,86851447.64,10.43790905,43620846.36,1.178082081,0.06724127,0.001670992,0.001336793,0.001069435,0.000855548
1562,12,1.867336602,86851964.15,10.44870122,43620720.79,1.178082081,0.057727882,0.001985503,0.001588402,0.001270722,0.001016577
1563,13,1.867336602,86851964.15,10.44870122,43620720.79,1.178082081,0.105556765,0.001647263,0.00131781,0.001054248,0.000843399
1564,14,1.867336602,86851964.15,10.44870123,43622008.86,1.178082081,0.036721173,0.004739885,0.003791908,0.003033526,0.002426821
1565,15,1.867336602,86851964.15,10.44870123,43622267.62,1.178082081,0.071980133,0.002394867,0.001915894,0.001532715,0.001226172
1566,16,1.867336602,86851964.15,10.44870123,43622267.62,1.178082081,0.029617082,0.002207773,0.001766219,0.001412975,0.00113038
1567,17,1.867336602,86851964.15,10.44870123,43622267.62,1.178082081,0.055923221,0.003464619,0.002771695,0.002217356,0.001773885
1568,18,1.867336602,86851964.15,10.44870123,43622267.62,1.178082081,0.009392601,0.002837161,0.002269729,0.001815783,0.001452626
1569,19,1.867336602,86851964.15,10.44870123,43622267.62,1.178082081,0.022111859,0.003852143,0.003081714,0.002465371,0.001972297
1570,20,1.867336602,86851964.15,10.44870123,43622267.62,1.178082081,0.027928476,0.003296804,0.002637443,0.002109954,0.001687964
1571,21,1.867336602,86851964.15,10.44870123,43622267.62,1.178082081,0.06124693,0.002930453,0.002344363,0.00187549,0.001500392
1572,22,1.867336602,86851964.15,10.44870123,43622267.62,1.178082081,0.075882782,0.002789234,0.002231387,0.00178511,0.001428088
1573,23,1.867336602,86851964.15,10.44870122,43620720.79,1.178082081,0.086011288,0.001900852,0.001520682,0.001216545,0.000973236
1574,24,1.867336602,86851964.15,10.44870123,43622267.62,1.178082081,0.069819306,0.00325344,0.002602752,0.002082202,0.001665762
1575,25,1.867336602,86851964.15,10.44870123,43622267.62,1.178082081,0.072012804,0.00376647,0.003013176,0.002410541,0.001928433
1576,1,0.724332323,15461477.5,6.576664994,37967962.33,0.285576743,0.094179779,0.005244105,0.004195284,0.003356227,0.002684982
1577,2,0.724159172,8678377.778,7.733314694,4487020.052,0.285576743,0.077220769,0.003972057,0.003177645,0.002542116,0.002033693
1578,3,0.724159172,8678377.778,7.73331271,4895982.239,0.285576743,0.088565727,0.002797664,0.002238131,0.001790505,0.001432404
1579,4,0.724159172,8678377.778,6.593424069,73289626.69,0.285576743,0.009001026,0.001136241,0.000908992,0.000727194,0.000581755
1580,5,0.724159172,8678377.778,7.733314694,4487020.052,0.285576743,0.070052298,0.003545114,0.002836091,0.002268873,0.001815098
1581,6,0.724159172,8678377.778,6.497819998,21257055.5,0.285576743,0.098842056,0.002583297,0.002066638,0.00165331,0.001322648
1582,7,0.724159172,8678377.778,6.593433086,74901066.71,0.285576743,0.050289978,0.001807328,0.001445862,0.00115669,0.000925352
1583,8,0.724159172,8678377.778,7.73331271,4895982.239,0.285576743,0.06762446,0.003086651,0.002469321,0.001975456,0.001580365
1584,9,0.724159172,8678377.778,7.733314694,4487020.052,0.285576743,0.068141084,0.004211175,0.00336894,0.002695152,0.002156121
1585,10,0.723900969,4263238.539,7.635092673,4761343.376,0.285576743,0.043100909,0.004532323,0.003625858,0.002900687,0.002320549
1586,11,0.723900969,4263238.539,7.635072701,8927146.297,0.285576743,0.026907328,0.002131999,0.001705599,0.001364479,0.001091583
1587,12,0.723900969,4263238.539,7.635092673,4761343.376,0.285576743,0.094634151,0.004517768,0.003614214,0.002891371,0.002313097
1588,13,0.723900969,4263238.539,7.635092673,4761343.376,0.285576743,0.044055635,0.003486419,0.002789135,0.002231308,0.001785046
1589,14,0.723895726,7178672.745,7.635090779,5155574.893,0.285576743,0.023987076,0.004224005,0.003379204,0.002703363,0.002162691
1590,15,0.723895726,7178672.745,7.635070696,9344365.095,0.285576743,0.049065759,0.001936623,0.001549298,0.001239439,0.000991551
1591,16,0.723895726,7178672.745,7.635088525,5626100.857,0.285576743,0.080926687,0.003246763,0.00259741,0.002077928,0.001662343
1592,17,0.723895726,7178672.745,7.635088525,5626100.857,0.285576743,0.053559661,0.003116746,0.002493397,0.001994718,0.001595774
1593,18,0.723895726,7178672.745,7.635070809,9320861.066,0.285576743,0.039968619,0.002186658,0.001749327,0.001399461,0.001119569
1594,19,0.723895726,7178672.745,7.635088525,5626100.857,0.285576743,0.020791312,0.003220421,0.002576337,0.00206107,0.001648856
1595,20,0.723895726,7178672.745,7.635090779,5155574.893,0.285576743,0.062055277,0.003580388,0.002864311,0.002291448,0.001833159
1596,21,0.723895726,7178672.745,7.635088525,5626100.857,0.285576743,0.023027735,0.003342815,0.002674252,0.002139402,0.001711521
1597,22,0.723895726,7178672.745,7.635088525,5626100.857,0.285576743,0.046121614,0.00299243,0.002393944,0.001915155,0.001532124
1598,23,0.723895726,7178672.745,7.635090779,5155574.893,0.285576743,0.05130956,0.0040191,0.00321528,0.002572224,0.002057779
1599,24,0.723895726,7178672.745,3.612637664,2072007.35,0.285576743,0.045634401,0.001712679,0.001370144,0.001096115,0.000876892
1600,25,0.723895726,7178672.745,7.635088525,5626100.857,0.285576743,0.022278895,0.002635499,0.0021084,0.00168672,0.001349376
1601,1,0.576725296,22189911.84,11.17798544,55129309.97,1.025377462,0.015037996,0.003323253,0.002658602,0.002126882,0.001701506
1602,2,0.576725296,22189911.84,11.17798544,55129309.97,1.025377462,0.053908786,0.00370956,0.002967648,0.002374118,0.001899295
1603,3,0.576725297,22188881.58,9.914604716,56395264.48,1.025377462,0.073802279,0.0026423,0.00211384,0.001691072,0.001352858
1604,4,0.576170278,22164874.78,9.903486598,56967591.78,1.025377462,0.055279068,0.001367391,0.001093913,0.00087513,0.000700104
1605,5,0.576170278,22164874.78,9.901902084,56378462.56,1.025377462,0.037813242,0.004017908,0.003214327,0.002571461,0.002057169
1606,6,0.576170278,22164874.78,9.903486598,56967591.78,1.025377462,0.042618343,0.002274704,0.001819763,0.001455811,0.001164649
1607,7,0.576170278,22164874.78,9.903486598,56967591.78,1.025377462,0.029175921,0.002803081,0.002242465,0.001793972,0.001435177
1608,8,0.576170288,22137502.9,10.26753258,55907698.06,1.025377462,0.02768733,0.003866452,0.003093162,0.00247453,0.001979624
1609,9,0.576170288,22137502.9,10.27165659,56501726.52,1.025377462,0.100653716,0.001948012,0.00155841,0.001246728,0.000997382
1610,10,0.576170288,22137502.9,10.27165659,56501726.52,1.025377462,0.063107953,0.003109727,0.002487782,0.001990225,0.00159218
1611,11,0.576287556,47824990.38,10.26197217,56383316.05,1.025377462,0.048664315,0.002296176,0.001836941,0.001469553,0.001175642
1612,12,0.576287556,47824990.38,10.25785593,55789287.59,1.025377462,0.118600959,0.004147898,0.003318318,0.002654654,0.002123724
1613,13,0.576287556,47824990.38,10.26197217,56383316.05,1.025377462,0.018800784,0.003041885,0.002433508,0.001946807,0.001557445
1614,14,0.57468022,20013727.7,11.24523546,35842730.74,1.025377462,0.084004299,0.003883432,0.003106746,0.002485397,0.001988317
1615,15,0.57468022,20013727.7,11.24523546,35842730.74,1.025377462,0.007912908,0.003026276,0.002421021,0.001936816,0.001549453
1616,16,0.57468022,20013727.7,11.24523546,35842730.74,1.025377462,0.070067386,0.003551197,0.002840958,0.002272766,0.001818213
1617,17,0.562889529,39291866.93,15.61265291,68369636.31,1.025377462,0.04725752,0.002177572,0.001742057,0.001393646,0.001114917
1618,18,0.562889529,39291866.93,15.61265291,68369636.31,1.025377462,0.037693829,0.0035403,0.00283224,0.002265792,0.001812634
1619,19,0.559237689,17594346.96,13.67133961,68796777.16,1.025377462,0.056610574,0.003431052,0.002744842,0.002195873,0.001756699
1620,20,0.559237689,17594346.96,13.67133927,68803246.79,1.025377462,0.030091571,0.002157906,0.001726325,0.00138106,0.001104848
1621,21,1.546098914,27482398.16,12.72725719,72794219.38,1.025377462,0.055311911,0.003649344,0.002919476,0.00233558,0.001868464
1622,22,1.546098914,27482398.16,12.84112055,72804305.5,1.025377462,0.024550319,0.003076847,0.002461477,0.001969182,0.001575346
1623,23,1.546098914,27482398.16,12.84112055,72804305.5,1.025377462,0.020131889,0.0027877,0.00223016,0.001784128,0.001427302
1624,24,1.546098914,27482398.16,12.84112055,72804305.5,1.025377462,0.079930403,0.002264649,0.001811719,0.001449375,0.0011595
1625,25,1.546098914,27482398.16,12.72725719,72794219.38,1.025377462,0.093411827,0.003605419,0.002884335,0.002307468,0.001845975
1626,1,3.215017743,59978382.12,12.28195042,45414636.13,0.058481489,0.025628615,0.001709194,0.001367355,0.001093884,0.000875108
1627,2,3.213062845,59904845.43,17.49276598,3874358.754,0.058481489,0.065980203,0.002231302,0.001785042,0.001428033,0.001142427
1628,3,3.213062845,59904845.43,17.492766,3875904.459,0.058481489,0.068781447,0.001960727,0.001568582,0.001254865,0.001003892
1629,4,3.213062845,59904845.43,12.27460985,61859351.71,0.058481489,0.087645809,0.001214987,0.000971989,0.000777592,0.000622073
1630,5,3.212281188,60048813.7,17.46465752,3535272.584,0.058481489,0.02837431,0.002604756,0.002083804,0.001667044,0.001333635
1631,6,3.212281188,60048813.7,17.46465757,3540447.247,0.058481489,0.0546869,0.002495304,0.001996243,0.001596994,0.001277596
1632,7,3.212281188,60048813.7,19.58772924,1746862.994,0.058481489,0.087399326,0.002938923,0.002351139,0.001880911,0.001504729
1633,8,3.212281188,60048813.7,19.58772928,1749440.168,0.058481489,0.002832694,0.003055623,0.002444499,0.001955599,0.001564479
1634,9,3.212281188,60048813.7,17.46465969,3731630.312,0.058481489,0.063715894,0.002083931,0.001667145,0.001333716,0.001066973
1635,10,3.210984508,59326727.48,17.84984746,5335461.465,0.058481489,0.051010288,0.003490032,0.002792025,0.00223362,0.001786896
1636,11,3.210984508,59326727.48,17.84984275,5753893.403,0.058481489,0.008198972,0.003005144,0.002404115,0.001923292,0.001538634
1637,12,3.210984508,59326727.48,17.8498428,5749508.28,0.058481489,0.005747387,0.003175505,0.002540404,0.002032323,0.001625859
1638,13,3.210984508,59326727.48,19.41982603,27075045.46,0.058481489,0.046166181,0.003725844,0.002980675,0.00238454,0.001907632
1639,14,3.210984508,59326727.48,11.99240912,355737.3833,0.058481489,0.062280329,0.00191733,0.001533864,0.001227091,0.000981673
1640,15,3.210984508,59326727.48,19.41982565,27106364.12,0.058481489,0.007453958,0.003842943,0.003074355,0.002459484,0.001967587
1641,16,1.535958552,188949524.8,13.32375889,121004830.5,0.058481489,0.050728606,0.002096263,0.00167701,0.001341608,0.001073286
1642,17,1.535958552,188949524.8,13.38477142,115041877.6,0.058481489,0.054635712,0.003825898,0.003060719,0.002448575,0.00195886
1643,18,1.535958552,188949524.8,13.32376255,120514001.7,0.058481489,0.027352186,0.002264383,0.001811506,0.001449205,0.001159364
1644,19,1.535958552,188949524.8,13.32376305,120441038.8,0.058481489,0.051402604,0.002499436,0.001999548,0.001599639,0.001279711
1645,20,1.535958552,188949524.8,13.30682317,115214247.3,0.058481489,0.049975671,0.004963389,0.003970711,0.003176569,0.002541255
1646,21,1.535958552,188949524.8,13.38477169,115005137.2,0.058481489,0.007237217,0.003725198,0.002980159,0.002384127,0.001907301
1647,22,1.535958552,188949524.8,13.38477444,115237217.9,0.058481489,0.023428823,0.002813292,0.002250634,0.001800507,0.001440406
1648,23,1.535958552,188949524.8,13.38477067,115159135.8,0.058481489,0.034265298,0.002939257,0.002351406,0.001881125,0.0015049
1649,24,1.535958552,188949524.8,13.54896304,115189133.4,0.058481489,0.054020098,0.006288457,0.005030765,0.004024612,0.00321969
1650,25,0.601154401,368406587.5,6.132225485,138708047.5,0.058481489,0.079882757,0.001335986,0.001068789,0.000855031,0.000684025
